ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
479;SAP; When included in a structure', ' which elementary field types allow the structure to be considered a character-type data object?;4;T;N;F;D;XSTRING;X;I;STRING;C;NULL;NULL;1;1;0;1;0;0;0;0;1;NULL;NULL
480;SAP; What is the purpose of implicit enhancement points?;1;To change code in a standard SAP program;To add code to a standard SAP program;To create a secondary index for an SAP database table;To add fields to an SAP database table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
481;SAP; Each button on a Dynpro (screen) requires the assignment of a function�code. This function code�;1;Is used to define global variables that receive a value when the button is clicked.;Can be used to identify when the button is clicked by looking for the function code in the screen�s OK_CODE field.;Prevents the function code from be assigned to a menu item.;Prevents the function code from be assigned to a category item.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
482;SAP; Which steps are needed when implementing the singleton concept for class instantiation with minimum coding?;3;Define the instantiation of the class as private.;Create an instance of the class in a static constructor.;Define the class as abstract.;Save the instance of the class in a static attribute.;Create an event that returns the instance of the class.;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
483;SAP; Which statement is used to generically define the data reference variable z1?;1;data z1 type any;data z1 type any table;data z1 type ref to PA0001;data z1 type ref to data;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
484;SAP; Which of the following repository objects can you maintain in the ABAP Workbench?;3;Function modules;Internal tables;Business functions;Transparent tables;Module pools;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
485;SAP; How do you embed a subscreen in a main screen?;1;Use SET SUBSCREEN in a PBO module of the main screen.;Use SET SUBSCREEN in the flow logic of the main screen.;Use CALL SUBSCREEN in the flow logic of the main screen.;Use CALL SUBSCREEN in a PBO module of the main screen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
486;SAP; In which order do you implement a new BAdI?;1;Create� BAdI Implementation;Create Enhancement Spot Implementation;Create BAdI Implementation;Create Enhancement Project;Create Enhancement Spot Implementation;Create BAdI Implementation;Create Enhancement Project;Create BAdI Implementation;NULL;NULL;NULL;0;0;0;0;1;0;0;0;NULL;NULL;NULL
487;SAP; Which of the following enhancement options does not require any preparation from SAP?;1;New BAdIs;Explicit enhancement point;Explicit enhancement sections;Implicit enhancement point;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
488;SAP; To benefit from the hash algorithm when accessing a hashed internal table', ' how do you specify the key?;1;Under-qualified;Left aligned', ' gap free;Fully qualified;Any key;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
489;SAP; "You created a transparent table and during activation got a warning message ""Enhancement category for table missing""."What do you have to do to eliminate the warning message? ;1;Select any option other than Not Classified from the enhancement category;Change the Data Class and Size category in the technical settings.;Provide the correct reference field for the Currency or Quantity field.;Select the option Not Classified from the enhancement category.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
490;SAP; What is unique about a singleton?;2;It must be instantiated using a private instance constructor.;It must be instantiated using a public instance constructor.;It must be instantiated using a protected instance constructor.;must be instantiated using a static private constructor.;It must be instantiated using a static public constructor.;It must be instantiated using a static protected constructor.;It must be defined as FINAL.;It cannot be defined as FINAL.;NULL;NULL;NULL;0;0;0;1;0;0;1;0;NULL;NULL;NULL
491;SAP; What can you use to achieve polymorphism?;1;Events;Subroutines;Inheritance;Reports;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
492;SAP; Which actions release a database lock? ;7;COMMIT WORK;ROLLBACK WORK;The display of an SAP screen;The display of a dialog message type E;The display of a dialog message type A;ENQUEUE_;DEQUEUE_;A call to a function module;A CALL TRANSACTION;A SUBMIT;An �/n� in the command field;1;0;1;1;1;0;0;0;1;1;1
493;SAP; Which of the following components belong to the SAP application layer?;2;ABAP dispatcher;Database server;SAP GUI;Database interface;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
494;SAP; When does SAP recommend that you use a full buffering type for a database table?;1;When the table is small and frequently written;When the table is small and seldom written;When the table is large and frequently written;When the table is large and seldom written;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
495;SAP; You want to create a transparent table.Which of the following must you define to activate the table?;3;The primary key;The foreign key;A short description;A delivery class;The MANDT field;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
496;SAP; Each work process� ;3;Is independent of other work processes.;Uses a pool of database connections established when the SAP NetWeaver Application Server ABAP started.;Uses a database connection to a work process established when the SAP NetWeaver Application Server ABAP started.;Can only make database changes within a single database LUW.;Can make database changes spanning multiple database LUWs.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
497;SAP; Which objects can share data through context mapping?;1;View controller and another view controller;Component controllers and view controllers;Custom controllers and transparent tables;Global classes and component controllers;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
498;SAP; Which of the following items are used in a Web Dynpro Application to transport database data to the user interface?;2;Inbound plug;Interface controller;Context node;Supply function;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
499;SAP; What can you change in the ABAP Debugger?;1;Content of an internal table;Value of a reference variable;Value of a constant;Definition of a structure;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
500;SAP; You define a generic variable that can hold the ABAP types C', ' D', ' N', ' STRING', ' and T. You want to restrict the use of other ABAP types. Which generic data type must you use in the definition?;1;CLIKE;DATA;CSEQUENCE;SIMPLE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
501;SAP; Which of the following actions can you performing both the ABAP Editor and in the ABAP Debugger?;1;Create a breakpoint for a specific statement.;Create a breakpoint for a specific message.;Create a watchpoint for a specific variable.;Create a breakpoint for a specificline.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
502;SAP; How can you add a session breakpoint to your program?;2;Set a breakpoint in the ABAP editor;Execute command /h;Set a breakpoint in the ABAP editor and select Save.;Set a breakpoint in the ABAP debugger and press F8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
503;SAP; In the technical settings for a transparent table', ' buffering is switched on and single record buffering is selected.Which statement uses the buffered data assuming that the WHERE clause contains restrictions for all key fields?;1;SELECT � . ENDSELECT.;SELECT SINGLE � .;SELECT � INTO TABLE � .;SELECT SINGLE � FOR UPDATE.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
504;SAP; When does the lifetime of a component controller begin and end?;1;It begins with the Web Dynpro component and ends with the Web Dynpro application that called it.;It begins the first time the Web Dynpro application is called at runtime and ends when the Web Dynpro application that called and instantiated the component ends.;It lasts from creating data within the controller to cover the whole period during which the component is in use.;It ends the first time the Web�Dynpro�application is called at runtime and ends when the Web�Dynpro�application that called and�instantiated�the component ends.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
505;SAP; To which context object is the attribute LEAD_SELECTION_INDEX related?;1;Supply function;Node;Attribute;Element;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
506;SAP; What scheduling technique is used by the ABAP debugger dispatcher for processing user requests?;1;Multiple Queue;First in ', ' First out;Round Robin;Shortest First;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
507;SAP; Which of the following is a true statement?;2;A sorted table can have a unique or a non-unique key.;A standard table should always have a unique key.;A hashed table should always have a unique table key.;A standard table should always have a multiple key.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
508;SAP; Which of the following statements are correct? ;4;Class methods assigned to the public visibility section can be accessed outside the class using the static component selector and the class name.;Static methods can be defined in both the public and private visibility section of the class.;Only public methods can be addressed outside the class.;You can call private methods within the public methods without reference to the object or class.;None of the above;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
509;SAP; What can be defined using an implicit enhancement option?;3;Replacements for global SAP methods;Additional attributes in global SAP classes;Replacement for SAP function modules;Additional parameters in SAP function modules;Additional exceptions in SAP function modules;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
510;SAP; What is the difference between SAP Basis and SAP NetWeaver?;1;"There is no difference; the name change was driven by marketing alone.";All versions of SAP NetWeaver require the use of Unicode.;All versions of SAP NetWeaver include the ability to handle HTTP requests.;All versions of SAP�NetWeaver�require the use of�UTF-8.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
511;SAP; How do you define an internal table in a private method of a class?;3;DATA lt_itab TYPE TABLE OF <Structure Type>;DATA lt_itab TYPE <Dictionary Table>;DATA lt_itabTYPE <Table Type>;DATA lt_itab TYPE TABLE OF < Dictionary Table >;DATA lt_itab TYPE TABLE OF <Dictionary Table > WITH HEADER LINE;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
512;SAP; Which of the following enhancements calls a customer function module.;2;Customer exit;User exit;Business Transaction event;Business Add-in (BADIs);NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
513;SAP; Which of the following rules must you follow when you create a static constructor?;2;You CANNOT define parameters.;You must name the method CONSTRUCTOR.;You must define the method as pubic.;You can define class-based or classic exceptions.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
514;SAP; What are the advantages of creating a database view to implement a join', ' instead of formulating the join directly in an Open SQL SELECT statement?;2;A database view can be buffered;A secondary index can be created for a database view;A database view can be reused in other programs;An outer join can only be implemented in a database view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
515;SAP; What options do you have when setting a watchpoint?;2;Stop at predefined conditions for a specific variable.;Stop at predefined conditions for all variables.;Stop at any change of all variables.;Stop at any change of a specific variable.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
516;SAP; What do you have to take into account before you decide to buffer a table?;1;The data read from the buffer may NOT be current;The database server must allow table buffering;The data must always be read from the buffer;The entire table content must be loaded into the table buffer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
517;SAP; Global data types defined in SAP systems are�;1;Data defined in the program that is visible to all the routines/statements within the ABAP program.;ABAP Dictionary types.;Date types defined in the program using ABAP Dictionary types.;Date types does not defined Dictionary types.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
518;SAP; Which statements are true?;5;The ALV Grid uses a reference to the data table for display.;The ALV Object Model uses a reference to the data table for display.;The ALV Grid can define a sort criteria for initial display.;The ALV Object Model can define a sort criteria for initial display.;The ALV Grid requires a table refresh after programmatically changing the ALV.;The ALV Object Model requires a table refresh after programmatically changing the ALV.;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;NULL;NULL;NULL;NULL;NULL
519;SAP; You create a function group ZATP. What is the name of the corresponding main program?;1;ZATP;SAPLZATP;SAPMZATP;SAPFZATP;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
520;SAP; Which ABAP Dictionary object can reference a domain?;1;Structure;Database table field;Table type;Data element;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
521;SAP; Which of the following settings can you define for both structures and transparent tables in the ABAP Dictionary?�;2;Foreign key relationships;Size category;Storage type;Enhancement category;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
522;SAP; What are the advantages of modularization?;3;Performance;Reusability;Profitability across DBMS;Maintainability;Transparency;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
523;SAP; What can be implemented using an implicit enhancement option?;3;Overwrite methods for SAP function modules;Additional exceptions in SAP function modules;Overwrite methods for global SAP classes;Additional parameters in SAP function modules;Additional attributes for global SAP classes;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
524;SAP; Table A and table B are partially buffered.Which of the following SELECT statements always access the database?;2;SELECT SINGLE CLIENT SPECIFIED a b FROM table A;INTO CORRESPONDING FIELDS OF�ls_AB.;SELECT a b c d FROM table A JOIN table B ON table A~a�EQ�table B~;eINTO CORRESPONDING FIELDS OF TABLE�lt_A_B.;SELECT a b FROM table A INTO CORRESPONDING FIELDS OF TABLE lt_AB;SELECT SINGLE FOR UPDATE a b FROM table A INTO CORRESPONDING FIELDS OF ls_A WHERE c EQ �1234�.;NULL;NULL;NULL;NULL;NULL;0;0;1;0;0;1;NULL;NULL;NULL;NULL;NULL
